article-title,article-pmid
Speech Recognition in Younger and Older Adults: A Dependency on Low-Level Auditory Cortex,19439585
Neural mechanisms involved in the detection of our first name: a combined ERPs and PET study ,15488900
A Regret-Induced Status Quo Bias,21368043
Persistency of Priors-Induced Bias in Decision Behavior and the fMRI Signal,21647208
Neural activity associated with cognitive regulation in heroin users: A fMRI study ,15925092
Is Gray Matter Volume an Intermediate Phenotype for Schizophrenia? A VBM Study of Patients with Schizophrenia and their Healthy Siblings,17689500
Artifact correction and source analysis of early electroencephalographic responses evoked by transcranial magnetic stimulation over primary motor cortex ,17574872
Left posterior auditory-related cortices participate both in speech perception and speech production: Neural overlap revealed by fMRI ,16716388
CATEGORY-SPECIFIC SEMANTIC MEMORY: CONVERGING EVIDENCE FROM BOLD fMRI AND ALZHEIMER’S DISEASE,23220494
Methylphenidate Attenuates Limbic Brain Inhibition after Cocaine-Cues Exposure in Cocaine Abusers,20634975
Frontal Lobe Epilepsy Alters Functional Connections Within the Brain's Motor Network: A Resting-State fMRI Study,24329128
Eye muscle proprioception is represented bilaterally in the sensorimotor cortex,21391252
"Temporal pole activity during perception of sad faces, but not happy faces, correlates with neuroticism trait ",19429013
Are historic years understood as numbers or events? An fMRI study of numbers with semantic associations ,22030268
Phonological markers of information structure: An fMRI study ,24726334
Scanning for the scanner: FMRI of audition by read-out omissions from echo-planar imaging ,17188900
“Decoding versus comprehension”: Brain responses underlying reading comprehension in children with autism ,28242518
Altered Coupling between Motion-Related Activation and Resting-State Brain Activity in the Ipsilesional Sensorimotor Cortex after Cerebral Stroke,28769870
Associative memory and its cerebral correlates in Alzheimer's disease: Evidence for distinct deficits of relational and conjunctive memory,25172390
Network Centrality of Resting-State fMRI in Primary Angle-Closure Glaucoma Before and After Surgery,26506229
Oxytocin Increases the Perceived Value of Both Self- and Other-Owned Items and Alters Medial Prefrontal Cortex Activity in an Endowment Task,28588469
The Role of Corticostriatal Systems in Speech Category Learning,25331600
Cannabis use and callosal white matter structure and integrity in recent-onset schizophrenia ,19962862
Altered anterior insula activation during anticipation and experience of painful stimuli in expert meditators,23000783
Prenatal Manganese Exposure and Intrinsic Functional Connectivity of Emotional Brain Areas in Children,28610744
Decoding Developmental Differences and Individual Variability in Response Inhibition Through Predictive Analyses Across Individuals,20661296
Elucidating the aberrant brain regions in bipolar disorder using T1-weighted/T2-weighted magnetic resonance ratio images ,28366873
Patterns of fractional amplitude of low-frequency oscillations in occipito-striato-thalamic regions of first-episode drug-naïve panic disorder ,22770722
Responses of medial and ventrolateral prefrontal cortex to interpersonal conflict for resources,23460073
Disrupted functional connectivity of the periaqueductal gray in chronic low back pain,25379421
fMRI activation of the fusiform gyrus and amygdala to cartoon characters but not to faces in a boy with autism ,15707614
Hippocampal volume correlates with attenuated negative psychotic symptoms irrespective of antidepressant medication,26110110
The hemodynamic response in children with Simplex Autism,22795455
A dual but asymmetric role of the dorsal anterior cingulate cortex in response inhibition and switching from a non-salient to salient action,27126003
Basic Instinct Undressed: Early Spatiotemporal Processing for Primary Sexual Characteristics,23894532
Medial temporal lobe epilepsy is associated with neuronal fibre loss and paradoxical increase in structural connectivity of limbic structures,22764263
Talking about social conflict in the MRI scanner: Neural correlates of being empathized with ,24099849
The impact of “physiological correction” on functional connectivity analysis of pharmacological resting state fMRI ,23022093
Normal aging decreases regional homogeneity of the motor areas in the resting state ,17709202
Neural correlates of anxiety sensitivity in panic disorder: A functional magnetic resonance imaging study ,26071623
Functional activity and white matter microstructure reveal the independent effects of age of acquisition and proficiency on second-language learning ,27570106
The sensorimotor transformation of cross-modal spatial information in the anterior intraparietal sulcus as revealed by functional MRI ,15722209
Sub‐patterns of language network reorganization in pediatric localization related epilepsy: A multisite study,21484949
Higher blood pressure predicts lower regional grey matter volume: Consequences on short-term information processing,16488626
When opposites lead to the same: a direct comparison of explicit and implicit disgust regulation via fMRI,27665000
Phonological processing in deaf signers and the impact of age of first language acquisition,18282770
"Decreased prefrontal, anterior cingulate, insula, and ventral striatal metabolism in medication-free depressed outpatients with bipolar disorder",18582900
Altered praxis network underlying limb kinetic apraxia in Parkinson's disease - an fMRI study,28765808
Implicit sequence‐specific motor learning after subcortical stroke is associated with increased prefrontal brain activations: An fMRI Study,20725908
"Static images of novel, moveable objects learned through touch activate visual area hMT+ ",19815082
fMRI evidence of neural abnormalities in the subcortical face processing system in ASD,20656041
Increased anticipatory but decreased consummatory brain responses to food in sisters of anorexia nervosa patients,27703784
Extraversion mediates the relationship between structural variations in the dorsolateral prefrontal cortex and social well-being ,25449749
Hormonal contraceptives masculinize brain activation patterns in the absence of behavioral changes in two numerical tasks ,24231554
Somatotopic organization of pain responses to direct electrical stimulation of the human insular cortex ,19665303
Amygdala and heart rate variability responses from listening to emotionally intense parts of a story ,21749924
